start	end	start_prox	end_prox	chrom	start_orig	end_orig	value	mid	absmid
751168	751597.0	74600000.0	74600000.0	chr8	75351168	75351597	34.6992	751382.5	751382.5
751597	751804.0	74600000.0	74600000.0	chr8	75351597	75351804	56.4344	751700.5	751700.5
751804	752166.0	74600000.0	74600000.0	chr8	75351804	75352166	189.566	751985.0	751985.0
752166	752244.0	74600000.0	74600000.0	chr8	75352166	75352244	8.1322	752205.0	752205.0
752244	753926.0	74600000.0	74600000.0	chr8	75352244	75353926	5.32691	753085.0	753085.0
753926	758628.0	74600000.0	74600000.0	chr8	75353926	75358628	0.921561	756277.0	756277.0
758628	761939.0	74600000.0	74600000.0	chr8	75358628	75361939	3.37467	760283.5	760283.5
761939	765173.0	74600000.0	74600000.0	chr8	75361939	75365173	0.000233872	763556.0	763556.0
765173	769081.0	74600000.0	74600000.0	chr8	75365173	75369081	2.409e-05	767127.0	767127.0
769081	770677.0	74600000.0	74600000.0	chr8	75369081	75370677	8.31999e-06	769879.0	769879.0
770677	770680.0	74600000.0	74600000.0	chr8	75370677	75370680	4.21202e-06	770678.5	770678.5
770680	778966.0	74600000.0	74600000.0	chr8	75370680	75378966	7.22838e-20	774823.0	774823.0
778966	779433.0	74600000.0	74600000.0	chr8	75378966	75379433	7.13201e-20	779199.5	779199.5
779433	780304.0	74600000.0	74600000.0	chr8	75379433	75380304	1.30198e-17	779868.5	779868.5
780304	781732.0	74600000.0	74600000.0	chr8	75380304	75381732	0.526288	781018.0	781018.0
781732	782247.0	74600000.0	74600000.0	chr8	75381732	75382247	66.8647	781989.5	781989.5
782247	783057.0	74600000.0	74600000.0	chr8	75382247	75383057	34.5812	782652.0	782652.0
783057	783749.0	74600000.0	74600000.0	chr8	75383057	75383749	8.74228	783403.0	783403.0
783749	783873.0	74600000.0	74600000.0	chr8	75383749	75383873	1.89367	783811.0	783811.0
783873	784554.0	74600000.0	74600000.0	chr8	75383873	75384554	0.134642	784213.5	784213.5
784554	785795.0	74600000.0	74600000.0	chr8	75384554	75385795	7.68239e-23	785174.5	785174.5
785795	786903.0	74600000.0	74600000.0	chr8	75385795	75386903	3.23554e-26	786349.0	786349.0
786903	787118.0	74600000.0	74600000.0	chr8	75386903	75387118	5.225310000000001e-34	787010.5	787010.5
787118	787684.0	74600000.0	74600000.0	chr8	75387118	75387684	0.0080825	787401.0	787401.0
787684	794569.0	74600000.0	74600000.0	chr8	75387684	75394569	0.0530944	791126.5	791126.5
794569	795441.0	74600000.0	74600000.0	chr8	75394569	75395441	0.014488	795005.0	795005.0
795441	796013.0	74600000.0	74600000.0	chr8	75395441	75396013	0.141129	795727.0	795727.0
796013	799875.0	74600000.0	74600000.0	chr8	75396013	75399875	1.67061	797944.0	797944.0
799875	802970.0	74600000.0	74600000.0	chr8	75399875	75402970	0.0458116	801422.5	801422.5
802970	806372.0	74600000.0	74600000.0	chr8	75402970	75406372	0.0366342	804671.0	804671.0
806372	806931.0	74600000.0	74600000.0	chr8	75406372	75406931	0.325381	806651.5	806651.5
806931	810103.0	74600000.0	74600000.0	chr8	75406931	75410103	1.5174	808517.0	808517.0
810103	811094.0	74600000.0	74600000.0	chr8	75410103	75411094	0.474785	810598.5	810598.5
811094	811283.0	74600000.0	74600000.0	chr8	75411094	75411283	9.08662	811188.5	811188.5
811283	815008.0	74600000.0	74600000.0	chr8	75411283	75415008	0.761117	813145.5	813145.5
815008	815685.0	74600000.0	74600000.0	chr8	75415008	75415685	0.174127	815346.5	815346.5
815685	826146.0	74600000.0	74600000.0	chr8	75415685	75426146	0.000285913	820915.5	820915.5
826146	833690.0	74600000.0	74600000.0	chr8	75426146	75433690	4.80483e-05	829918.0	829918.0
833690	833826.0	74600000.0	74600000.0	chr8	75433690	75433826	3.84297e-05	833758.0	833758.0
833826	840401.0	74600000.0	74600000.0	chr8	75433826	75440401	4.56404e-05	837113.5	837113.5
840401	842211.0	74600000.0	74600000.0	chr8	75440401	75442211	0.069924	841306.0	841306.0
842211	843192.0	74600000.0	74600000.0	chr8	75442211	75443192	0.24876	842701.5	842701.5
843192	843640.0	74600000.0	74600000.0	chr8	75443192	75443640	0.946425	843416.0	843416.0
843640	849718.0	74600000.0	74600000.0	chr8	75443640	75449718	2.93503	846679.0	846679.0
849718	850102.0	74600000.0	74600000.0	chr8	75449718	75450102	0.906357	849910.0	849910.0
850102	852272.0	74600000.0	74600000.0	chr8	75450102	75452272	0.254424	851187.0	851187.0
852272	855540.0	74600000.0	74600000.0	chr8	75452272	75455540	0.063639	853906.0	853906.0
855540	858633.0	74600000.0	74600000.0	chr8	75455540	75458633	4.21902e-05	857086.5	857086.5
858633	865930.0	74600000.0	74600000.0	chr8	75458633	75465930	8.1574e-06	862281.5	862281.5
865930	874568.0	74600000.0	74600000.0	chr8	75465930	75474568	6.4862e-12	870249.0	870249.0
874568	891923.0	74600000.0	74600000.0	chr8	75474568	75491923	0.0	883245.5	883245.5
891923	892541.0	74600000.0	74600000.0	chr8	75491923	75492541	0.00941758	892232.0	892232.0
892541	895328.0	74600000.0	74600000.0	chr8	75492541	75495328	0.839704	893934.5	893934.5
895328	897049.0	74600000.0	74600000.0	chr8	75495328	75497049	1.31391e-09	896188.5	896188.5
897049	903254.0	74600000.0	74600000.0	chr8	75497049	75503254	4.9793e-08	900151.5	900151.5
903254	906811.0	74600000.0	74600000.0	chr8	75503254	75506811	0.000424901	905032.5	905032.5
906811	915313.0	74600000.0	74600000.0	chr8	75506811	75515313	0.00175176	911062.0	911062.0
915313	927787.0	74600000.0	74600000.0	chr8	75515313	75527787	0.255667	921550.0	921550.0
927787	928622.0	74600000.0	74600000.0	chr8	75527787	75528622	12.0743	928204.5	928204.5
928622	928683.0	74600000.0	74600000.0	chr8	75528622	75528683	36.4749	928652.5	928652.5
928683	929030.0	74600000.0	74600000.0	chr8	75528683	75529030	28.2255	928856.5	928856.5
929030	929082.0	74600000.0	74600000.0	chr8	75529030	75529082	133.794	929056.0	929056.0
929082	929676.0	74600000.0	74600000.0	chr8	75529082	75529676	5.57623	929379.0	929379.0
929676	930059.0	74600000.0	74600000.0	chr8	75529676	75530059	0.00594116	929867.5	929867.5
930059	931228.0	74600000.0	74600000.0	chr8	75530059	75531228	0.000248562	930643.5	930643.5
931228	933486.0	74600000.0	74600000.0	chr8	75531228	75533486	9.28792e-12	932357.0	932357.0
933486	938863.0	74600000.0	74600000.0	chr8	75533486	75538863	0.0334414	936174.5	936174.5
938863	940078.0	74600000.0	74600000.0	chr8	75538863	75540078	0.000583271	939470.5	939470.5
940078	950148.0	74600000.0	74600000.0	chr8	75540078	75550148	0.0870118	945113.0	945113.0
950148	953125.0	74600000.0	74600000.0	chr8	75550148	75553125	0.00567004	951636.5	951636.5
953125	953588.0	74600000.0	74600000.0	chr8	75553125	75553588	0.00160128	953356.5	953356.5
953588	955842.0	74600000.0	74600000.0	chr8	75553588	75555842	0.710625	954715.0	954715.0
955842	961704.0	74600000.0	74600000.0	chr8	75555842	75561704	0.338582	958773.0	958773.0
961704	964161.0	74600000.0	74600000.0	chr8	75561704	75564161	0.0148361	962932.5	962932.5
964161	964222.0	74600000.0	74600000.0	chr8	75564161	75564222	12.1741	964191.5	964191.5
964222	964724.0	74600000.0	74600000.0	chr8	75564222	75564724	4.05035e-05	964473.0	964473.0
964724	966381.0	74600000.0	74600000.0	chr8	75564724	75566381	2.44859e-05	965552.5	965552.5
966381	970028.0	74600000.0	74600000.0	chr8	75566381	75570028	3.56711e-05	968204.5	968204.5
970028	1007599.0	74600000.0	74600000.0	chr8	75570028	75607599	0.0737171	988813.5	988813.5
1007599	1008860.0	74600000.0	74600000.0	chr8	75607599	75608860	3.56711e-05	1008229.5	1008229.5
1008860	1011687.0	74600000.0	74600000.0	chr8	75608860	75611687	0.000106161	1010273.5	1010273.5
1011687	1012128.0	74600000.0	74600000.0	chr8	75611687	75612128	0.000393438	1011907.5	1011907.5
1012128	1020173.0	74600000.0	74600000.0	chr8	75612128	75620173	0.022193	1016150.5	1016150.5
1020173	1033522.0	74600000.0	74600000.0	chr8	75620173	75633522	0.00226713	1026847.5	1026847.5
1033522	1037423.0	74600000.0	74600000.0	chr8	75633522	75637423	9.3258e-38	1035472.5	1035472.5
1037423	1041889.0	74600000.0	74600000.0	chr8	75637423	75641889	2.58025e-32	1039656.0	1039656.0
1041889	1048219.0	74600000.0	74600000.0	chr8	75641889	75648219	2.58126e-32	1045054.0	1045054.0
1048219	1052170.0	74600000.0	74600000.0	chr8	75648219	75652170	0.00559452	1050194.5	1050194.5
1052170	1052702.0	74600000.0	74600000.0	chr8	75652170	75652702	16.4347	1052436.0	1052436.0
1052702	1052875.0	74600000.0	74600000.0	chr8	75652702	75652875	2.66748	1052788.5	1052788.5
1052875	1053183.0	74600000.0	74600000.0	chr8	75652875	75653183	41.4331	1053029.0	1053029.0
1053183	1053318.0	74600000.0	74600000.0	chr8	75653183	75653318	10.3626	1053250.5	1053250.5
1053318	1053577.0	74600000.0	74600000.0	chr8	75653318	75653577	0.0762223	1053447.5	1053447.5
1053577	1055351.0	74600000.0	74600000.0	chr8	75653577	75655351	0.106383	1054464.0	1054464.0
1055351	1057607.0	74600000.0	74600000.0	chr8	75655351	75657607	2.68616	1056479.0	1056479.0
1057607	1060495.0	74600000.0	74600000.0	chr8	75657607	75660495	1.88822	1059051.0	1059051.0
1060495	1061408.0	74600000.0	74600000.0	chr8	75660495	75661408	0.475748	1060951.5	1060951.5
1061408	1061472.0	74600000.0	74600000.0	chr8	75661408	75661472	0.0325869	1061440.0	1061440.0
1061472	1061599.0	74600000.0	74600000.0	chr8	75661472	75661599	0.00698368	1061535.5	1061535.5
1061599	1061625.0	74600000.0	74600000.0	chr8	75661599	75661625	0.000808646	1061612.0	1061612.0
1061625	1068049.0	74600000.0	74600000.0	chr8	75661625	75668049	3.96384e-15	1064837.0	1064837.0
1068049	1084433.0	74600000.0	74600000.0	chr8	75668049	75684433	4.78053e-18	1076241.0	1076241.0
1084433	1085504.0	74600000.0	74600000.0	chr8	75684433	75685504	1.83236	1084968.5	1084968.5
1085504	1086111.0	74600000.0	74600000.0	chr8	75685504	75686111	4.78053e-18	1085807.5	1085807.5
1086111	1103428.0	74600000.0	74600000.0	chr8	75686111	75703428	0.0275646	1094769.5	1094769.5
1103428	1124302.0	74600000.0	74600000.0	chr8	75703428	75724302	8.40385e-09	1113865.0	1113865.0
1124302	1126981.0	74600000.0	74600000.0	chr8	75724302	75726981	1.77327e-18	1125641.5	1125641.5
1126981	1138099.0	74600000.0	74600000.0	chr8	75726981	75738099	0.00142457	1132540.0	1132540.0
1138099	1175473.0	74600000.0	74600000.0	chr8	75738099	75775473	0.00265097	1156786.0	1156786.0
1175473	1180361.0	74600000.0	74600000.0	chr8	75775473	75780361	0.100424	1177917.0	1177917.0
1180361	1182427.0	74600000.0	74600000.0	chr8	75780361	75782427	0.672864	1181394.0	1181394.0
1182427	1188830.0	74600000.0	74600000.0	chr8	75782427	75788830	0.0336005	1185628.5	1185628.5
1188830	1191432.0	74600000.0	74600000.0	chr8	75788830	75791432	1.14489	1190131.0	1190131.0
1191432	1193170.0	74600000.0	74600000.0	chr8	75791432	75793170	0.21733	1192301.0	1192301.0
1193170	1198445.0	74600000.0	74600000.0	chr8	75793170	75798445	2.35279e-13	1195807.5	1195807.5
1198445	1201174.0	74600000.0	74600000.0	chr8	75798445	75801174	1.22773e-19	1199809.5	1199809.5
1201174	1203079.0	74600000.0	74600000.0	chr8	75801174	75803079	1.6437899999999998e-27	1202126.5	1202126.5
1203079	1209049.0	74600000.0	74600000.0	chr8	75803079	75809049	1.7006900000000001e-40	1206064.0	1206064.0
1209049	1220171.0	74600000.0	74600000.0	chr8	75809049	75820171	1.47785e-34	1214610.0	1214610.0
1220171	1221738.0	74600000.0	74600000.0	chr8	75820171	75821738	2.08496e-34	1220954.5	1220954.5
1221738	1225883.0	74600000.0	74600000.0	chr8	75821738	75825883	0.000360878	1223810.5	1223810.5
1225883	1253498.0	74600000.0	74600000.0	chr8	75825883	75853498	0.00238615	1239690.5	1239690.5
1253498	1255349.0	74600000.0	74600000.0	chr8	75853498	75855349	1.522e-05	1254423.5	1254423.5
1255349	1256503.0	74600000.0	74600000.0	chr8	75855349	75856503	2.26764	1255926.0	1255926.0
1256503	1261613.0	74600000.0	74600000.0	chr8	75856503	75861613	0.00153662	1259058.0	1259058.0
1261613	1264627.0	74600000.0	74600000.0	chr8	75861613	75864627	0.461996	1263120.0	1263120.0
1264627	1285509.0	74600000.0	74600000.0	chr8	75864627	75885509	0.0240809	1275068.0	1275068.0
1285509	1292289.0	74600000.0	74600000.0	chr8	75885509	75892289	0.00294004	1288899.0	1288899.0
1292289	1298451.0	74600000.0	74600000.0	chr8	75892289	75898451	9.8211e-05	1295370.0	1295370.0
1298451	1301460.0	74600000.0	74600000.0	chr8	75898451	75901460	0.000547678	1299955.5	1299955.5
1301460	1310452.0	74600000.0	74600000.0	chr8	75901460	75910452	0.0969489	1305956.0	1305956.0
1310452	1314413.0	74600000.0	74600000.0	chr8	75910452	75914413	1.32473	1312432.5	1312432.5
1314413	1314955.0	74600000.0	74600000.0	chr8	75914413	75914955	7.61094	1314684.0	1314684.0
1314955	1316533.0	74600000.0	74600000.0	chr8	75914955	75916533	1.58953	1315744.0	1315744.0
1316533	1320207.0	74600000.0	74600000.0	chr8	75916533	75920207	0.0474548	1318370.0	1318370.0
1320207	1337799.0	74600000.0	74600000.0	chr8	75920207	75937799	1.3553600000000002e-29	1329003.0	1329003.0
1337799	1352025.0	74600000.0	74600000.0	chr8	75937799	75952025	8.07679e-28	1344912.0	1344912.0
1352025	1354962.0	74600000.0	74600000.0	chr8	75952025	75954962	2.06388e-24	1353493.5	1353493.5
1354962	1394616.0	74600000.0	74600000.0	chr8	75954962	75994616	2.35951e-41	1374789.0	1374789.0
1394616	1417874.0	74600000.0	74600000.0	chr8	75994616	76017874	1.1104899999999999e-38	1406245.0	1406245.0
1417874	1419929.0	74600000.0	74600000.0	chr8	76017874	76019929	1.35838e-36	1418901.5	1418901.5
1419929	1431392.0	74600000.0	74600000.0	chr8	76019929	76031392	1.56108e-34	1425660.5	1425660.5
1431392	1432058.0	74600000.0	74600000.0	chr8	76031392	76032058	1.62135e-32	1431725.0	1431725.0
1432058	1433775.0	74600000.0	74600000.0	chr8	76032058	76033775	0.000406644	1432916.5	1432916.5
1433775	1438106.0	74600000.0	74600000.0	chr8	76033775	76038106	0.0336815	1435940.5	1435940.5
1438106	1441023.0	74600000.0	74600000.0	chr8	76038106	76041023	2.01561	1439564.5	1439564.5
1441023	1447675.0	74600000.0	74600000.0	chr8	76041023	76047675	0.0336815	1444349.0	1444349.0
1447675	1463530.0	74600000.0	74600000.0	chr8	76047675	76063530	0.0680324	1455602.5	1455602.5
1463530	1468626.0	74600000.0	74600000.0	chr8	76063530	76068626	0.00792705	1466078.0	1466078.0
1468626	1475387.0	74600000.0	74600000.0	chr8	76068626	76075387	0.00593752	1472006.5	1472006.5
1475387	1475629.0	74600000.0	74600000.0	chr8	76075387	76075629	0.0519448	1475508.0	1475508.0
1475629	1477189.0	74600000.0	74600000.0	chr8	76075629	76077189	0.181332	1476409.0	1476409.0
1477189	1477919.0	74600000.0	74600000.0	chr8	76077189	76077919	0.926131	1477554.0	1477554.0
1477919	1481817.0	74600000.0	74600000.0	chr8	76077919	76081817	2.899	1479868.0	1479868.0
1481817	1483605.0	74600000.0	74600000.0	chr8	76081817	76083605	0.581967	1482711.0	1482711.0
1483605	1489898.0	74600000.0	74600000.0	chr8	76083605	76089898	0.0130902	1486751.5	1486751.5
1489898	1494160.0	74600000.0	74600000.0	chr8	76089898	76094160	0.120424	1492029.0	1492029.0
1494160	1499514.0	74600000.0	74600000.0	chr8	76094160	76099514	0.000374087	1496837.0	1496837.0
1499514	1500273.0	74600000.0	74600000.0	chr8	76099514	76100273	0.00199947	1499893.5	1499893.5
1500273	1501865.0	74600000.0	74600000.0	chr8	76100273	76101865	3.76102	1501069.0	1501069.0
1501865	1507213.0	74600000.0	74600000.0	chr8	76101865	76107213	0.00199947	1504539.0	1504539.0
1507213	1509712.0	74600000.0	74600000.0	chr8	76107213	76109712	0.0826069	1508462.5	1508462.5
1509712	1511083.0	74600000.0	74600000.0	chr8	76109712	76111083	0.706348	1510397.5	1510397.5
1511083	1512944.0	74600000.0	74600000.0	chr8	76111083	76112944	0.182328	1512013.5	1512013.5
1512944	1516738.0	74600000.0	74600000.0	chr8	76112944	76116738	0.819937	1514841.0	1514841.0
1516738	1518046.0	74600000.0	74600000.0	chr8	76116738	76118046	8.60675	1517392.0	1517392.0
1518046	1519426.0	74600000.0	74600000.0	chr8	76118046	76119426	5.8053	1518736.0	1518736.0
1519426	1519782.0	74600000.0	74600000.0	chr8	76119426	76119782	0.0818029	1519604.0	1519604.0
1519782	1520937.0	74600000.0	74600000.0	chr8	76119782	76120937	17.0548	1520359.5	1520359.5
1520937	1522461.0	74600000.0	74600000.0	chr8	76120937	76122461	0.261721	1521699.0	1521699.0
1522461	1522934.0	74600000.0	74600000.0	chr8	76122461	76122934	0.0909829	1522697.5	1522697.5
1522934	1522993.0	74600000.0	74600000.0	chr8	76122934	76122993	0.0320853	1522963.5	1522963.5
1522993	1526148.0	74600000.0	74600000.0	chr8	76122993	76126148	0.00306846	1524570.5	1524570.5
1526148	1527688.0	74600000.0	74600000.0	chr8	76126148	76127688	0.000177533	1526918.0	1526918.0
1527688	1529584.0	74600000.0	74600000.0	chr8	76127688	76129584	7.50105e-12	1528636.0	1528636.0
1529584	1530242.0	74600000.0	74600000.0	chr8	76129584	76130242	7.27099e-12	1529913.0	1529913.0
1530242	1536386.0	74600000.0	74600000.0	chr8	76130242	76136386	7.696100000000001e-31	1533314.0	1533314.0
1536386	1547246.0	74600000.0	74600000.0	chr8	76136386	76147246	4.81206e-32	1541816.0	1541816.0
1547246	1574219.0	74600000.0	74600000.0	chr8	76147246	76174219	7.75253e-36	1560732.5	1560732.5
1574219	1585677.0	74600000.0	74600000.0	chr8	76174219	76185677	3.24127e-38	1579948.0	1579948.0
1585677	1605142.0	74600000.0	74600000.0	chr8	76185677	76205142	1.5670299999999998e-39	1595409.5	1595409.5
1605142	1607772.0	74600000.0	74600000.0	chr8	76205142	76207772	4.80645e-43	1606457.0	1606457.0
1607772	1607980.0	74600000.0	74600000.0	chr8	76207772	76207980	8.57104e-41	1607876.0	1607876.0
1607980	1611494.0	74600000.0	74600000.0	chr8	76207980	76211494	1.43913e-42	1609737.0	1609737.0
1611494	1624353.0	74600000.0	74600000.0	chr8	76211494	76224353	4.73639e-43	1617923.5	1617923.5
1624353	1633346.0	74600000.0	74600000.0	chr8	76224353	76233346	0.000105239	1628849.5	1628849.5
1633346	1636642.0	74600000.0	74600000.0	chr8	76233346	76236642	0.0378131	1634994.0	1634994.0
1636642	1647531.0	74600000.0	74600000.0	chr8	76236642	76247531	0.110575	1642086.5	1642086.5
1647531	1654263.0	74600000.0	74600000.0	chr8	76247531	76254263	6.200970000000001e-26	1650897.0	1650897.0
1654263	1664117.0	74600000.0	74600000.0	chr8	76254263	76264117	0.0612071	1659190.0	1659190.0
1664117	1683412.0	74600000.0	74600000.0	chr8	76264117	76283412	8.627139999999999e-27	1673764.5	1673764.5
1683412	1699380.0	74600000.0	74600000.0	chr8	76283412	76299380	2.80142e-25	1691396.0	1691396.0
1699380	1705830.0	74600000.0	74600000.0	chr8	76299380	76305830	9.59813e-17	1702605.0	1702605.0
1705830	1706054.0	74600000.0	74600000.0	chr8	76305830	76306054	1.34938e-13	1705942.0	1705942.0
1706054	1723966.0	74600000.0	74600000.0	chr8	76306054	76323966	0.0293914	1715010.0	1715010.0
1723966	1726157.0	74600000.0	74600000.0	chr8	76323966	76326157	0.0344843	1725061.5	1725061.5
1726157	1731217.0	74600000.0	74600000.0	chr8	76326157	76331217	0.780049	1728687.0	1728687.0
1731217	1734159.0	74600000.0	74600000.0	chr8	76331217	76334159	0.226145	1732688.0	1732688.0
1734159	1734512.0	74600000.0	74600000.0	chr8	76334159	76334512	0.815558	1734335.5	1734335.5
1734512	1735880.0	74600000.0	74600000.0	chr8	76334512	76335880	6.28215	1735196.0	1735196.0
1735880	1736220.0	74600000.0	74600000.0	chr8	76335880	76336220	5.49879	1736050.0	1736050.0
1736220	1742647.0	74600000.0	74600000.0	chr8	76336220	76342647	0.00100881	1739433.5	1739433.5
1742647	1743460.0	74600000.0	74600000.0	chr8	76342647	76343460	0.00557495	1743053.5	1743053.5
1743460	1746814.0	74600000.0	74600000.0	chr8	76343460	76346814	0.654523	1745137.0	1745137.0
1746814	1747065.0	74600000.0	74600000.0	chr8	76346814	76347065	0.145009	1746939.5	1746939.5
1747065	1747271.0	74600000.0	74600000.0	chr8	76347065	76347271	0.0315944	1747168.0	1747168.0
1747271	1747855.0	74600000.0	74600000.0	chr8	76347271	76347855	4.72168e-11	1747563.0	1747563.0
1747855	1749236.0	74600000.0	74600000.0	chr8	76347855	76349236	4.8117e-10	1748545.5	1748545.5
1749236	1749905.0	74600000.0	74600000.0	chr8	76349236	76349905	4.00734e-07	1749570.5	1749570.5
1749905	1756485.0	74600000.0	74600000.0	chr8	76349905	76356485	9.1441e-07	1753195.0	1753195.0
1756485	1756556.0	74600000.0	74600000.0	chr8	76356485	76356556	0.000512685	1756520.5	1756520.5
1756556	1758492.0	74600000.0	74600000.0	chr8	76356556	76358492	0.0934514	1757524.0	1757524.0
1758492	1759051.0	74600000.0	74600000.0	chr8	76358492	76359051	82.5736	1758771.5	1758771.5
1759051	1759509.0	74600000.0	74600000.0	chr8	76359051	76359509	6.05545	1759280.0	1759280.0
1759509	1759869.0	74600000.0	74600000.0	chr8	76359509	76359869	0.323873	1759689.0	1759689.0
1759869	1761468.0	74600000.0	74600000.0	chr8	76359869	76361468	0.0415305	1760668.5	1760668.5
1761468	1763198.0	74600000.0	74600000.0	chr8	76361468	76363198	0.00156081	1762333.0	1762333.0
1763198	1769351.0	74600000.0	74600000.0	chr8	76363198	76369351	0.00293415	1766274.5	1766274.5
1769351	1771656.0	74600000.0	74600000.0	chr8	76369351	76371656	1.57845	1770503.5	1770503.5
1771656	1772820.0	74600000.0	74600000.0	chr8	76371656	76372820	6.21307	1772238.0	1772238.0
1772820	1772873.0	74600000.0	74600000.0	chr8	76372820	76372873	8.36953e-15	1772846.5	1772846.5
1772873	1776660.0	74600000.0	74600000.0	chr8	76372873	76376660	6.2266999999999995e-22	1774766.5	1774766.5
1776660	1784882.0	74600000.0	74600000.0	chr8	76376660	76384882	1.16017e-30	1780771.0	1780771.0
1784882	1790117.0	74600000.0	74600000.0	chr8	76384882	76390117	1.8986499999999998e-37	1787499.5	1787499.5
1790117	1796868.0	74600000.0	74600000.0	chr8	76390117	76396868	0.0581462	1793492.5	1793492.5
1796868	1801007.0	74600000.0	74600000.0	chr8	76396868	76401007	0.390361	1798937.5	1798937.5
1801007	1811567.0	74600000.0	74600000.0	chr8	76401007	76411567	0.000167091	1806287.0	1806287.0
1811567	1812525.0	74600000.0	74600000.0	chr8	76411567	76412525	0.354031	1812046.0	1812046.0
1812525	1812969.0	74600000.0	74600000.0	chr8	76412525	76412969	0.0353361	1812747.0	1812747.0
1812969	1813969.0	74600000.0	74600000.0	chr8	76412969	76413969	7.19798	1813469.0	1813469.0
1813969	1814230.0	74600000.0	74600000.0	chr8	76413969	76414230	0.00083516	1814099.5	1814099.5
1814230	1814655.0	74600000.0	74600000.0	chr8	76414230	76414655	0.00307602	1814442.5	1814442.5
1814655	1816128.0	74600000.0	74600000.0	chr8	76414655	76416128	0.00898771	1815391.5	1815391.5
1816128	1818984.0	74600000.0	74600000.0	chr8	76416128	76418984	0.0344059	1817556.0	1817556.0
1818984	1824142.0	74600000.0	74600000.0	chr8	76418984	76424142	1.43606e-07	1821563.0	1821563.0
1824142	1828168.0	74600000.0	74600000.0	chr8	76424142	76428168	4.68028e-07	1826155.0	1826155.0
1828168	1830138.0	74600000.0	74600000.0	chr8	76428168	76430138	6.03352e-06	1829153.0	1829153.0
1830138	1830537.0	74600000.0	74600000.0	chr8	76430138	76430537	0.0145305	1830337.5	1830337.5
1830537	1831450.0	74600000.0	74600000.0	chr8	76430537	76431450	8.1587	1830993.5	1830993.5
1831450	1832146.0	74600000.0	74600000.0	chr8	76431450	76432146	80.7938	1831798.0	1831798.0
1832146	1832581.0	74600000.0	74600000.0	chr8	76432146	76432581	61.3328	1832363.5	1832363.5
1832581	1832651.0	74600000.0	74600000.0	chr8	76432581	76432651	7.20445	1832616.0	1832616.0
1832651	1832769.0	74600000.0	74600000.0	chr8	76432651	76432769	0.134607	1832710.0	1832710.0
1832769	1832805.0	74600000.0	74600000.0	chr8	76432769	76432805	0.0225137	1832787.0	1832787.0
1832805	1832981.0	74600000.0	74600000.0	chr8	76432805	76432981	0.0136039	1832893.0	1832893.0
1832981	1833920.0	74600000.0	74600000.0	chr8	76432981	76433920	0.00190228	1833450.5	1833450.5
1833920	1834002.0	74600000.0	74600000.0	chr8	76433920	76434002	4.34527e-21	1833961.0	1833961.0
1834002	1834517.0	74600000.0	74600000.0	chr8	76434002	76434517	1.8746699999999998e-31	1834259.5	1834259.5
1834517	1842171.0	74600000.0	74600000.0	chr8	76434517	76442171	8.10389e-32	1838344.0	1838344.0
1842171	1844159.0	74600000.0	74600000.0	chr8	76442171	76444159	7.84109e-32	1843165.0	1843165.0
1844159	1846212.0	74600000.0	74600000.0	chr8	76444159	76446212	0.0	1845185.5	1845185.5
1846212	1854373.0	74600000.0	74600000.0	chr8	76446212	76454373	1.26117e-44	1850292.5	1850292.5
1854373	1854697.0	74600000.0	74600000.0	chr8	76454373	76454697	1.2109799999999999e-31	1854535.0	1854535.0
1854697	1861891.0	74600000.0	74600000.0	chr8	76454697	76461891	2.34662e-15	1858294.0	1858294.0
1861891	1864769.0	74600000.0	74600000.0	chr8	76461891	76464769	1.95605	1863330.0	1863330.0
1864769	1865710.0	74600000.0	74600000.0	chr8	76464769	76465710	16.7198	1865239.5	1865239.5
1865710	1867216.0	74600000.0	74600000.0	chr8	76465710	76467216	14.2433	1866463.0	1866463.0
1867216	1868422.0	74600000.0	74600000.0	chr8	76467216	76468422	2.79547	1867819.0	1867819.0
1868422	1868880.0	74600000.0	74600000.0	chr8	76468422	76468880	0.430357	1868651.0	1868651.0
1868880	1877966.0	74600000.0	74600000.0	chr8	76468880	76477966	0.100157	1873423.0	1873423.0
1877966	1882384.0	74600000.0	74600000.0	chr8	76477966	76482384	0.0363797	1880175.0	1880175.0
1882384	1883295.0	74600000.0	74600000.0	chr8	76482384	76483295	0.00585792	1882839.5	1882839.5
1883295	1886099.0	74600000.0	74600000.0	chr8	76483295	76486099	0.00175231	1884697.0	1884697.0
1886099	1904958.0	74600000.0	74600000.0	chr8	76486099	76504958	0.196014	1895528.5	1895528.5
1904958	1914138.0	74600000.0	74600000.0	chr8	76504958	76514138	0.00881707	1909548.0	1909548.0
1914138	1914986.0	74600000.0	74600000.0	chr8	76514138	76514986	0.0188133	1914562.0	1914562.0
1914986	1920572.0	74600000.0	74600000.0	chr8	76514986	76520572	0.222675	1917779.0	1917779.0
1920572	1925023.0	74600000.0	74600000.0	chr8	76520572	76525023	2.46492	1922797.5	1922797.5
1925023	1926967.0	74600000.0	74600000.0	chr8	76525023	76526967	0.222675	1925995.0	1925995.0
1926967	1935299.0	74600000.0	74600000.0	chr8	76526967	76535299	0.461166	1931133.0	1931133.0
1935299	1936566.0	74600000.0	74600000.0	chr8	76535299	76536566	0.00469124	1935932.5	1935932.5
1936566	1937974.0	74600000.0	74600000.0	chr8	76536566	76537974	1.73742e-05	1937270.0	1937270.0
